#Wavelength (micron)	Flux (erg s-1 cm-2 micron-1)	 r2 F (cm2 erg s-1 cm-2 micron-1)
3.1320372963e+00	4.1770338359e+05	8.8378535326e+35
3.1257814454e+00	4.1290062450e+05	8.7362357746e+35
3.1195408036e+00	4.0335250227e+05	8.5342146536e+35
3.1133153384e+00	3.9698963295e+05	8.3995877645e+35
3.1071050170e+00	4.0751900349e+05	8.6223703377e+35
3.1009001913e+00	4.0492341781e+05	8.5674524055e+35
3.0947105208e+00	4.0218922242e+05	8.5096017409e+35
3.0885359722e+00	3.9834125361e+05	8.4281856306e+35
3.0823670113e+00	3.9614208066e+05	8.3816550799e+35
3.0762131816e+00	3.9399719577e+05	8.3362731672e+35
3.0700744493e+00	3.8946759842e+05	8.2404350210e+35
3.0639507807e+00	3.8899746798e+05	8.2304879052e+35
3.0578327916e+00	3.8592632579e+05	8.1655080512e+35
3.0517298731e+00	3.8128444962e+05	8.0672942868e+35
3.0456419909e+00	3.8032107851e+05	8.0469110841e+35
3.0395598717e+00	3.7808380323e+05	7.9995743564e+35
3.0334927939e+00	3.7198750399e+05	7.8705876116e+35
3.0274407227e+00	3.6869505315e+05	7.8009252641e+35
3.0213944944e+00	3.6992075527e+05	7.8268589200e+35
3.0153632759e+00	3.6549890139e+05	7.7333004322e+35
3.0093470319e+00	3.6218673696e+05	7.6632209805e+35
3.0033367071e+00	3.5375447596e+05	7.4848094794e+35
2.9973413582e+00	3.5975761082e+05	7.6118250332e+35
2.9913609496e+00	3.5733435356e+05	7.5605532611e+35
2.9853865329e+00	3.5436872284e+05	7.4978058404e+35
2.9794270562e+00	3.5146871787e+05	7.4364469426e+35
2.9734824832e+00	3.4993653748e+05	7.4040287570e+35
2.9675527779e+00	3.4254666207e+05	7.2476722631e+35
2.9616291330e+00	3.4481433680e+05	7.2956521884e+35
2.9557116171e+00	3.4177089219e+05	7.2312583654e+35
2.9498177013e+00	3.3900997149e+05	7.1728422414e+35
2.9439299109e+00	3.3730778099e+05	7.1368269470e+35
2.9380483133e+00	3.3471390112e+05	7.0819451066e+35
2.9321901701e+00	3.3223102348e+05	7.0294118743e+35
2.9263296510e+00	3.2971130491e+05	6.9760991539e+35
2.9204925119e+00	3.2718016834e+05	6.9225448491e+35
2.9146616224e+00	3.2465914192e+05	6.8692044572e+35
2.9088455083e+00	3.2214062573e+05	6.8159171771e+35
2.9030357044e+00	3.1961637166e+05	6.7625084937e+35
2.8972406680e+00	3.1708962258e+05	6.7090470205e+35
2.8914603610e+00	3.1456660077e+05	6.6556644095e+35
2.8856864182e+00	3.1206007560e+05	6.6026308378e+35
2.8799271954e+00	3.0954998474e+05	6.5495218225e+35
2.8741826543e+00	3.0704621728e+05	6.4965465991e+35
2.8684445286e+00	3.0454436492e+05	6.4436118957e+35
2.8627210736e+00	3.0204544050e+05	6.3907391421e+35
2.8570040884e+00	2.9943559070e+05	6.3355194069e+35
2.8513017618e+00	2.9705089730e+05	6.2850635767e+35
2.8456140551e+00	2.9456678299e+05	6.2325041786e+35
2.8399328640e+00	2.9208356102e+05	6.1799636609e+35
2.8342662793e+00	2.8956764063e+05	6.1267313031e+35
2.8286062608e+00	2.8694177065e+05	6.0711726097e+35
2.8229608342e+00	2.8421798426e+05	6.0135421808e+35
2.8173220227e+00	2.8149894755e+05	5.9560122464e+35
2.8117056931e+00	2.7879556034e+05	5.8988134275e+35
2.8060880887e+00	2.7609328954e+05	5.8416382298e+35
2.8004928867e+00	2.7340771453e+05	5.7848162850e+35
2.7948965190e+00	2.7072223143e+05	5.7279962848e+35
2.7893224736e+00	2.6805708761e+05	5.6716066274e+35
2.7837551186e+00	2.6539722253e+05	5.6153286586e+35
2.7781945070e+00	2.6274454761e+05	5.5592028206e+35
2.7726483783e+00	2.6010409594e+05	5.5033356049e+35
2.7671166921e+00	2.5747609421e+05	5.4477318073e+35
2.7615917815e+00	2.5485586797e+05	5.3922925250e+35
2.7560812934e+00	2.5224674175e+05	5.3370880996e+35
2.7505776213e+00	2.4964718691e+05	5.2820861871e+35
2.7450883507e+00	2.4706297555e+05	5.2274089151e+35
2.7396134405e+00	2.4448901474e+05	5.1729485265e+35
2.7341453745e+00	2.4192500224e+05	5.1186986261e+35
2.7286842012e+00	2.3936991044e+05	5.0646374718e+35
2.7232373846e+00	2.3682813188e+05	5.0108580016e+35
2.7178048834e+00	2.3430103623e+05	4.9573891955e+35
2.7123792991e+00	2.3178128398e+05	4.9040757626e+35
2.7069680063e+00	2.2927469062e+05	4.8510407482e+35
2.7015636650e+00	2.2678180609e+05	4.7982957879e+35
2.6961663211e+00	2.2430014070e+05	4.7457882045e+35
2.6907905004e+00	2.2183087676e+05	4.6935430135e+35
2.6854144400e+00	2.1937345916e+05	4.6415484699e+35
2.6800598189e+00	2.1692853446e+05	4.5898182536e+35
2.6747050469e+00	2.1446965629e+05	4.5377928069e+35
2.6693716299e+00	2.1194080651e+05	4.4842868865e+35
2.6640381490e+00	2.0941986737e+05	4.4309483413e+35
2.6587259385e+00	2.0691774895e+05	4.3780080084e+35
2.6534137495e+00	2.0443090364e+05	4.3253908272e+35
2.6481227458e+00	2.0195656386e+05	4.2730382407e+35
2.6428318472e+00	1.9950757160e+05	4.2212219621e+35
2.6375620486e+00	1.9705750500e+05	4.1693829523e+35
2.6322924372e+00	1.9447713418e+05	4.1147869394e+35
2.6270438401e+00	1.9224370418e+05	4.0675315710e+35
2.6217955104e+00	1.8985878354e+05	4.0170709330e+35
2.6165612629e+00	1.8747448063e+05	3.9666233648e+35
2.6113410542e+00	1.8511193920e+05	3.9166362306e+35
2.6061280495e+00	1.8259015194e+05	3.8632797404e+35
2.6009290519e+00	1.8045227690e+05	3.8180461435e+35
2.5957372802e+00	1.7809383838e+05	3.7681458195e+35
2.5905527722e+00	1.7584208108e+05	3.7205026785e+35
2.5853822488e+00	1.7356037313e+05	3.6722258355e+35
2.5802256665e+00	1.7129855554e+05	3.6243698368e+35
2.5750763510e+00	1.6905985125e+05	3.5770028741e+35
2.5699343382e+00	1.6675097533e+05	3.5281512057e+35
2.5648062417e+00	1.6465363525e+05	3.4837752557e+35
2.5596854658e+00	1.6247442466e+05	3.4376670728e+35
2.5545785712e+00	1.6031872969e+05	3.3920564381e+35
2.5494790140e+00	1.5816891218e+05	3.3465701601e+35
2.5443868282e+00	1.5602520323e+05	3.3012131280e+35
2.5393084955e+00	1.5389012374e+05	3.2560386800e+35
2.5342375493e+00	1.5180940537e+05	3.2120144155e+35
2.5291804191e+00	1.4972598658e+05	3.1679330152e+35
2.5241370606e+00	1.4765872837e+05	3.1241935436e+35
2.5190947381e+00	1.4560115089e+05	3.0806588988e+35
2.5140662004e+00	1.4360077398e+05	3.0383345155e+35
2.5090514029e+00	1.4159278826e+05	2.9958491434e+35
2.5040440311e+00	1.3959935906e+05	2.9536717612e+35
2.4990441156e+00	1.3762407695e+05	2.9118783386e+35
2.4940579070e+00	1.3567336653e+05	2.8706048090e+35
2.4890791652e+00	1.3372957531e+05	2.8294776773e+35
2.4841079196e+00	1.3181726018e+05	2.7890165230e+35
2.4791503456e+00	1.2990035289e+05	2.7484582069e+35
2.4742002766e+00	1.2802683584e+05	2.7088179504e+35
2.4692638384e+00	1.2613751218e+05	2.6688432544e+35
2.4643349130e+00	1.2430550742e+05	2.6300813233e+35
2.4594135283e+00	1.2247399245e+05	2.5913297554e+35
2.4545057362e+00	1.2066637178e+05	2.5530837480e+35
2.4496054910e+00	1.1885752914e+05	2.5148118857e+35
2.4447187962e+00	1.1708354145e+05	2.4772774919e+35
2.4398396537e+00	1.1530437051e+05	2.4396334296e+35
2.4349680897e+00	1.1358486256e+05	2.4032517289e+35
2.4301100354e+00	1.1185429124e+05	2.3666359474e+35
2.4252595634e+00	1.1013019051e+05	2.3301570720e+35
2.4204166989e+00	1.0842797569e+05	2.2941412630e+35
2.4155873017e+00	1.0656086771e+05	2.2546366109e+35
2.4107655145e+00	1.0483352201e+05	2.2180890775e+35
2.4059513613e+00	1.0348973016e+05	2.1896568551e+35
2.4011506314e+00	1.0185925696e+05	2.1551589700e+35
2.3963575365e+00	1.0026647459e+05	2.1214585552e+35
2.3915720999e+00	9.8677602234e+04	2.0878408693e+35
2.3868000411e+00	9.7046187095e+04	2.0533230545e+35
2.3820356400e+00	9.5607660267e+04	2.0228864099e+35
2.3772845705e+00	9.4085481139e+04	1.9906798329e+35
2.3725355287e+00	9.2578465522e+04	1.9587940886e+35
2.3677998167e+00	9.1140047251e+04	1.9283597409e+35
2.3630773884e+00	8.9710082478e+04	1.8981042541e+35
2.3583570741e+00	8.8214490266e+04	1.8664602085e+35
2.3536500405e+00	8.6802943001e+04	1.8365944031e+35
2.3489562413e+00	8.4790900851e+04	1.7940232042e+35
2.3442646393e+00	8.4063598813e+04	1.7786347991e+35
2.3395862676e+00	8.2237510193e+04	1.7399980429e+35
2.3349156278e+00	8.0815911233e+04	1.7099195617e+35
2.3302581693e+00	7.9996497956e+04	1.6925822481e+35
2.3256030289e+00	7.8436823846e+04	1.6595823447e+35
2.3209610636e+00	7.7358608806e+04	1.6367692506e+35
2.3163322269e+00	7.4288052122e+04	1.5718017849e+35
2.3117057846e+00	7.4709705622e+04	1.5807232158e+35
2.3070924637e+00	7.3523029885e+04	1.5556152881e+35
2.3024869161e+00	7.2262169342e+04	1.5289377431e+35
2.2978891590e+00	7.0918457186e+04	1.5005072068e+35
2.2933044683e+00	6.9780887237e+04	1.4764382694e+35
2.2887275590e+00	6.8401097693e+04	1.4472444003e+35
2.2841584475e+00	6.5834727705e+04	1.3929446197e+35
2.2796023462e+00	6.6243404708e+04	1.4015914913e+35
2.2750488567e+00	6.5069212702e+04	1.3767476969e+35
2.2705083668e+00	6.3952618866e+04	1.3531225764e+35
2.2659756951e+00	6.2826612456e+04	1.3292983027e+35
2.2614559706e+00	6.1650142319e+04	1.3044063072e+35
2.2569389588e+00	6.0597047552e+04	1.2821247129e+35
2.2524348821e+00	5.9448080205e+04	1.2578146270e+35
2.2479386403e+00	5.8381249975e+04	1.2352424151e+35
2.2434502470e+00	5.7378345596e+04	1.2140227593e+35
2.2389747287e+00	5.6328294215e+04	1.1918055577e+35
2.2345070454e+00	5.5289981084e+04	1.1698367163e+35
2.2300472101e+00	5.4253129089e+04	1.1478987899e+35
2.2255952354e+00	5.3276664573e+04	1.1272385542e+35
2.2211511338e+00	5.2290474849e+04	1.1063725505e+35
2.2167198310e+00	5.1312961507e+04	1.0856901235e+35
2.2122914915e+00	5.0346483198e+04	1.0652411780e+35
2.2078759350e+00	4.9391745610e+04	1.0450406450e+35
2.2034731143e+00	4.8462263549e+04	1.0253744737e+35
2.1990733105e+00	4.7494746532e+04	1.0049035510e+35
2.1946814091e+00	4.6615321766e+04	9.8629650210e+34
2.1903022179e+00	4.5731268710e+04	9.6759152690e+34
2.1859309115e+00	4.4845210942e+04	9.4884413562e+34
2.1815674999e+00	4.3971591990e+04	9.3035992734e+34
2.1772119930e+00	4.3116507906e+04	9.1226788359e+34
2.1728691216e+00	4.2268756667e+04	8.9433098966e+34
2.1685294335e+00	4.1437301809e+04	8.7673889789e+34
2.1642023616e+00	4.0619142634e+04	8.5942811892e+34
2.1598831935e+00	3.9811709822e+04	8.4234429050e+34
2.1555719379e+00	3.9016255031e+04	8.2551389551e+34
2.1512686031e+00	3.8233239438e+04	8.0894669161e+34
2.1469731972e+00	3.7460317980e+04	7.9259306149e+34
2.1426903191e+00	3.6703614252e+04	7.7658256941e+34
2.1384107759e+00	3.5955867729e+04	7.6076159569e+34
2.1341437388e+00	3.5220971489e+04	7.4521251091e+34
2.1298846241e+00	3.4484129144e+04	7.2962225002e+34
2.1256334388e+00	3.3737551954e+04	7.1382601729e+34
2.1213901894e+00	3.3003714964e+04	6.9829934434e+34
2.1171548826e+00	3.2282685898e+04	6.8304366403e+34
2.1129319889e+00	3.1573865452e+04	6.6804629621e+34
2.1087125677e+00	3.0878239143e+04	6.5332809265e+34
2.1045055359e+00	3.0195430470e+04	6.3888108722e+34
2.1003020234e+00	2.9523455597e+04	6.2466330557e+34
2.0961108759e+00	2.8864625380e+04	6.1072364124e+34
2.0919276695e+00	2.8217428369e+04	5.9703011464e+34
2.0877524093e+00	2.7582130526e+04	5.8358835309e+34
2.0835850999e+00	2.6958318367e+04	5.7038960798e+34
2.0794257458e+00	2.6345784203e+04	5.5742948497e+34
2.0752743513e+00	2.5744730885e+04	5.4471227607e+34
2.0711309203e+00	2.5154878322e+04	5.3223205503e+34
2.0669997292e+00	2.4576561720e+04	5.1999591421e+34
2.0628722195e+00	2.4008463695e+04	5.0797598012e+34
2.0587569226e+00	2.3451739855e+04	4.9619670337e+34
2.0546453477e+00	2.2905042005e+04	4.8462955856e+34
2.0505459579e+00	2.2369322751e+04	4.7329470114e+34
2.0464503296e+00	2.1843312548e+04	4.6216526979e+34
2.0423668581e+00	2.1328106650e+04	4.5126443813e+34
2.0382913411e+00	2.0822871635e+04	4.4057457246e+34
2.0342237809e+00	2.0327549974e+04	4.3009445555e+34
2.0301641794e+00	1.9841950277e+04	4.1982003795e+34
2.0261084333e+00	1.9365469536e+04	4.0973856108e+34
2.0220647708e+00	1.8899000092e+04	3.9986890529e+34
2.0180290717e+00	1.8441834672e+04	3.9019610591e+34
2.0140013373e+00	1.7993884288e+04	3.8071828017e+34
2.0099815685e+00	1.7574600104e+04	3.7184697973e+34
2.0059697660e+00	1.7164827430e+04	3.6317692578e+34
2.0019659305e+00	1.6762904832e+04	3.5467296533e+34
1.9979700624e+00	1.6368728531e+04	3.4633290263e+34
1.9939821618e+00	1.5982176866e+04	3.3815416351e+34
1.9900022288e+00	1.5603175020e+04	3.3013516502e+34
1.9860302631e+00	1.5231558006e+04	3.2227241631e+34
1.9820662644e+00	1.4867341195e+04	3.1456624260e+34
1.9781102322e+00	1.4510311577e+04	3.0701213701e+34
1.9741621656e+00	1.4160397684e+04	2.9960858736e+34
1.9702220637e+00	1.3817379076e+04	2.9235092957e+34
1.9662899255e+00	1.3481525185e+04	2.8524486433e+34
1.9623618988e+00	1.3152041765e+04	2.7827358681e+34
1.9584456992e+00	1.2829601771e+04	2.7145133553e+34
1.9545374587e+00	1.2513776563e+04	2.6476904127e+34
1.9506371756e+00	1.2204452227e+04	2.5822429376e+34
1.9467410581e+00	1.1901257971e+04	2.5180924775e+34
1.9428566988e+00	1.1604671723e+04	2.4553401531e+34
1.9389802903e+00	1.1314299339e+04	2.3939025708e+34
1.9351080855e+00	1.1029771803e+04	2.3337016535e+34
1.9312475859e+00	1.0751558645e+04	2.2748367451e+34
1.9273913144e+00	1.0479018588e+04	2.2171721629e+34
1.9235430123e+00	1.0212338067e+04	2.1607473535e+34
1.9197063617e+00	9.9516189404e+03	2.1055838680e+34
1.9158739738e+00	9.6961987131e+03	2.0515415344e+34
1.9120495450e+00	9.4464785818e+03	1.9987052388e+34
1.9082330716e+00	9.2023286347e+03	1.9470474942e+34
1.9044245496e+00	8.9634291805e+03	1.8965006596e+34
1.9006239749e+00	8.7274707769e+03	1.8465760984e+34
1.8968277453e+00	8.4933313807e+03	1.7970364066e+34
1.8930430667e+00	8.2647824541e+03	1.7486795577e+34
1.8892663223e+00	8.0415639390e+03	1.7014505283e+34
1.8854939523e+00	7.8233263601e+03	1.6552753754e+34
1.8817295353e+00	7.6102606408e+03	1.6101944952e+34
1.8779730661e+00	7.4021477656e+03	1.5661615479e+34
1.8742245396e+00	7.1989929362e+03	1.5231776340e+34
1.8704839503e+00	7.0006786995e+03	1.4812179026e+34
1.8667512927e+00	6.8069839278e+03	1.4402355671e+34
1.8630265612e+00	6.6182198252e+03	1.4002964726e+34
1.8593062928e+00	6.4336638672e+03	1.3612477459e+34
1.8555939664e+00	6.2536473198e+03	1.3231594770e+34
1.8518930050e+00	6.0779090824e+03	1.2859764217e+34
1.8481965298e+00	5.9064641037e+03	1.2497017428e+34
1.8445045753e+00	5.7382092100e+03	1.2141020286e+34
1.8408239528e+00	5.5764988174e+03	1.1798870134e+34
1.8371512398e+00	5.4175817265e+03	1.1462630106e+34
1.8334830678e+00	5.2622524268e+03	1.1133981200e+34
1.8298228183e+00	5.1113123677e+03	1.0814619139e+34
1.8261704840e+00	4.9639080193e+03	1.0502738007e+34
1.8225260576e+00	4.8201866818e+03	1.0198649465e+34
1.8188895316e+00	4.6802388918e+03	9.9025450711e+33
1.8152576032e+00	4.5437501734e+03	9.6137594521e+33
1.8116335862e+00	4.4107528366e+03	9.3323609695e+33
1.8080174727e+00	4.2811648839e+03	9.0581761314e+33
1.8044092545e+00	4.1549914091e+03	8.7912157156e+33
1.8008089234e+00	4.0318950200e+03	8.5307658606e+33
1.7972132411e+00	3.9119525746e+03	8.2769891840e+33
1.7936254551e+00	3.7947080222e+03	8.0289207646e+33
1.7900455567e+00	3.6840723574e+03	7.7948355646e+33
1.7864735370e+00	3.5744449866e+03	7.5628837335e+33
1.7829062084e+00	3.4675777804e+03	7.3367719153e+33
1.7793499323e+00	3.3638587880e+03	7.1173211520e+33
1.7757983545e+00	3.2626452089e+03	6.9031713933e+33
1.7722515038e+00	3.1637817853e+03	6.6939941418e+33
1.7687156648e+00	3.0682937347e+03	6.4919585735e+33
1.7651845589e+00	2.9749565196e+03	6.2944737866e+33
1.7616613171e+00	2.8841585993e+03	6.1023616918e+33
1.7581459296e+00	2.7958357503e+03	5.9154864034e+33
1.7546353078e+00	2.7100372988e+03	5.7339522867e+33
1.7511325450e+00	2.6264067730e+03	5.5570051114e+33
1.7476376308e+00	2.5451944384e+03	5.3851743946e+33
1.7441505551e+00	2.4661788932e+03	5.2179916897e+33
1.7406682774e+00	2.3893350898e+03	5.0554040004e+33
1.7371938413e+00	2.3141555028e+03	4.8963374942e+33
1.7337272362e+00	2.2414397665e+03	4.7424840536e+33
1.7302654573e+00	2.1714029967e+03	4.5942988252e+33
1.7268144935e+00	2.1024464933e+03	4.4483992464e+33
1.7233653879e+00	2.0361267325e+03	4.3080785416e+33
1.7199270751e+00	1.9714002973e+03	4.1711290274e+33
1.7164936155e+00	1.9084904395e+03	4.0380230651e+33
1.7130679677e+00	1.8472218444e+03	3.9083897196e+33
1.7096471972e+00	1.7879475148e+03	3.7829758821e+33
1.7062342387e+00	1.7302977561e+03	3.6609993447e+33
1.7028290802e+00	1.6743236858e+03	3.5425682631e+33
1.6994317100e+00	1.6199870164e+03	3.4276016279e+33
1.6960392396e+00	1.5680236787e+03	3.3176565364e+33
1.6926545563e+00	1.5181680781e+03	3.2121710380e+33
1.6892747943e+00	1.4700581042e+03	3.1103789721e+33
1.6859028178e+00	1.4231150156e+03	3.0110558263e+33
1.6825386143e+00	1.3775645547e+03	2.9146792305e+33
1.6791793515e+00	1.3332812388e+03	2.8209836859e+33
1.6758278590e+00	1.2902638297e+03	2.7299665727e+33
1.6724841239e+00	1.2484438764e+03	2.6414830611e+33
1.6691453475e+00	1.2079415214e+03	2.5557873509e+33
1.6658143250e+00	1.1685521030e+03	2.4724464147e+33
1.6624882795e+00	1.1303643652e+03	2.3916480188e+33
1.6591699836e+00	1.0932678881e+03	2.3131585347e+33
1.6558594242e+00	1.0572685289e+03	2.2369903550e+33
1.6525538567e+00	1.0223270760e+03	2.1630605150e+33
1.6492560206e+00	9.8819247395e+02	2.0908378265e+33
1.6459631930e+00	9.5547613384e+02	2.0216159257e+33
1.6426780909e+00	9.2361912647e+02	1.9542122186e+33
1.6393980130e+00	8.9266292857e+02	1.8887144626e+33
1.6361256545e+00	8.6264490510e+02	1.8252017152e+33
1.6328610011e+00	8.3356110471e+02	1.7636656162e+33
1.6296013832e+00	8.0534256351e+02	1.7039602502e+33
1.6263494635e+00	7.7750780566e+02	1.6450669008e+33
1.6231025931e+00	7.5146481883e+02	1.5899646172e+33
1.6198634131e+00	7.2574118154e+02	1.5355380198e+33
1.6166292956e+00	7.0088638458e+02	1.4829497326e+33
1.6134028602e+00	6.7673456962e+02	1.4318488290e+33
1.6101814997e+00	6.5337332809e+02	1.3824206369e+33
1.6069678124e+00	6.3075075297e+02	1.3345553302e+33
1.6037617836e+00	6.0879256860e+02	1.2880957551e+33
1.6005608365e+00	5.8682062276e+02	1.2416070632e+33
1.5973649867e+00	5.6556754931e+02	1.1966393762e+33
1.5941767910e+00	5.4502877424e+02	1.1531830162e+33
1.5909937028e+00	5.2516453164e+02	1.1111538459e+33
1.5878182583e+00	5.0597734184e+02	1.0705571977e+33
1.5846504420e+00	4.8744010970e+02	1.0313357432e+33
1.5814877371e+00	4.6952055273e+02	9.9342117843e+32
1.5783301583e+00	4.5220064002e+02	9.5677535325e+32
1.5751802006e+00	4.3547591141e+02	9.2138883074e+32
1.5720353771e+00	4.1931544545e+02	8.8719618668e+32
1.5688981628e+00	4.0371290060e+02	8.5418400351e+32
1.5657660902e+00	3.8864241873e+02	8.2229757005e+32
1.5626416144e+00	3.7409650871e+02	7.9152103644e+32
1.5595222871e+00	3.6004683744e+02	7.6179445492e+32
1.5564081213e+00	3.4648170745e+02	7.3309307574e+32
1.5533015424e+00	3.3339379741e+02	7.0540140826e+32
1.5502025340e+00	3.2076857124e+02	6.7868869678e+32
1.5471086859e+00	3.0858102971e+02	6.5290204739e+32
1.5440200105e+00	2.9681898181e+02	6.2801566614e+32
1.5409388941e+00	2.8547988819e+02	6.0402418018e+32
1.5378629549e+00	2.7453458358e+02	5.8086588106e+32
1.5347922045e+00	2.6397821815e+02	5.5853050741e+32
1.5317290004e+00	2.5380102538e+02	5.3699739502e+32
1.5286709887e+00	2.4398326881e+02	5.1622478506e+32
1.5256205080e+00	2.3452753904e+02	4.9621815883e+32
1.5225752228e+00	2.2540104935e+02	4.7690814548e+32
1.5195374528e+00	2.1662045845e+02	4.5832999184e+32
1.5165025811e+00	2.0814294594e+02	4.4039309767e+32
1.5134775173e+00	2.0002454762e+02	4.2321602463e+32
1.5104553721e+00	1.9222426417e+02	4.0671202553e+32
1.5074407274e+00	1.8471069869e+02	3.9081467019e+32
1.5044313024e+00	1.7746880978e+02	3.7549213366e+32
1.5014293608e+00	1.7049475829e+02	3.6073629305e+32
1.4984326395e+00	1.6377448738e+02	3.4651740655e+32
1.4954411477e+00	1.5729976049e+02	3.3281804709e+32
1.4924571217e+00	1.5106693187e+02	3.1963050095e+32
1.4894783251e+00	1.4506292819e+02	3.0692710729e+32
1.4865047665e+00	1.3928089660e+02	2.9469336674e+32
1.4835364542e+00	1.3371262991e+02	2.8291191430e+32
1.4805755886e+00	1.2835508392e+02	2.7157630904e+32
1.4776199680e+00	1.2319724418e+02	2.6066324632e+32
1.4746717749e+00	1.1823551256e+02	2.5016511320e+32
1.4717288251e+00	1.1346000553e+02	2.4006099784e+32
1.4687911262e+00	1.0886433425e+02	2.3033738266e+32
1.4658586854e+00	1.0444158419e+02	2.2097963772e+32
1.4629336501e+00	1.0018993040e+02	2.1198390176e+32
1.4600138701e+00	9.6099503008e+01	2.0332929191e+32
1.4570993523e+00	9.2164915814e+01	1.9500441194e+32
1.4541901034e+00	8.8380592886e+01	1.8699746417e+32
1.4512882360e+00	8.4744227892e+01	1.7930356882e+32
1.4483916335e+00	8.1247632745e+01	1.7190540137e+32
1.4455003021e+00	7.7885709249e+01	1.6479217494e+32
1.4426142478e+00	7.4654216003e+01	1.5795491551e+32
1.4397355494e+00	7.1550763326e+01	1.5138856693e+32
1.4368621230e+00	6.8567712309e+01	1.4507696664e+32
1.4339939744e+00	6.5701297138e+01	1.3901214685e+32
1.4311311088e+00	6.2949051299e+01	1.3318888887e+32
1.4282755715e+00	6.0328101129e+01	1.2764342896e+32
1.4254232794e+00	5.7812220446e+01	1.2232027720e+32
1.4225783094e+00	5.5394332946e+01	1.1720446143e+32
1.4197386261e+00	5.3071098945e+01	1.1228891546e+32
1.4169062419e+00	5.0840694816e+01	1.0756978084e+32
1.4140771379e+00	4.8696773446e+01	1.0303362820e+32
1.4112553257e+00	4.6638905942e+01	9.8679550090e+31
1.4084388019e+00	4.4661481719e+01	9.4495675517e+31
1.4056275705e+00	4.2763783361e+01	9.0480486559e+31
1.4028216354e+00	4.0943316569e+01	8.6628705726e+31
1.4000210003e+00	3.9194233170e+01	8.2927959334e+31
1.3972256687e+00	3.7516327291e+01	7.9377811793e+31
1.3944375885e+00	3.5906345850e+01	7.5971380167e+31
1.3916548028e+00	3.4361568306e+01	7.2702908277e+31
1.3888773149e+00	3.2879550529e+01	6.9567224785e+31
1.3861051278e+00	3.1458148593e+01	6.6559793527e+31
1.3833382442e+00	3.0094065246e+01	6.3673638111e+31
1.3805766669e+00	2.8785448033e+01	6.0904839074e+31
1.3778203984e+00	2.7530972641e+01	5.8250594410e+31
1.3750713318e+00	2.6329204998e+01	5.5707869877e+31
1.3723256803e+00	2.5173850183e+01	5.3263346554e+31
1.3695872201e+00	2.4071119984e+01	5.0930167468e+31
1.3668540624e+00	2.3012163820e+01	4.8689606382e+31
1.3641243481e+00	2.1996431765e+01	4.6540499746e+31
1.3614018082e+00	2.1023120857e+01	4.4481148642e+31
1.3586845759e+00	2.0091961042e+01	4.2510981680e+31
1.3559726527e+00	1.9199050922e+01	4.0621744205e+31
1.3532660399e+00	1.8343505684e+01	3.8811564109e+31
1.3505647386e+00	1.7525952595e+01	3.7081768580e+31
1.3478687499e+00	1.6743327643e+01	3.5425874716e+31
1.3451798842e+00	1.5994309491e+01	3.3841086808e+31
1.3424945159e+00	1.5276602389e+01	3.2322547458e+31
1.3398144625e+00	1.4589051332e+01	3.0867812883e+31
1.3371397244e+00	1.3931414645e+01	2.9476371744e+31
1.3344720828e+00	1.3301888626e+01	2.8144407732e+31
1.3318079693e+00	1.2699125653e+01	2.6869069517e+31
1.3291491717e+00	1.2122032106e+01	2.5648043201e+31
1.3264956902e+00	1.1570453947e+01	2.4481002861e+31
1.3238492771e+00	1.1042695686e+01	2.3364361149e+31
1.3212064200e+00	1.0537497517e+01	2.2295452543e+31
1.3185688781e+00	1.0054251209e+01	2.1272990131e+31
1.3159366508e+00	9.5919545920e+00	2.0294853503e+31
1.3133114623e+00	9.1503850245e+00	1.9360571590e+31
1.3106898554e+00	8.7277861967e+00	1.8466428356e+31
1.3080735608e+00	8.3237623958e+00	1.7611586543e+31
1.3054625776e+00	7.9375436827e+00	1.6794417099e+31
1.3028569046e+00	7.5683832395e+00	1.6013339891e+31
1.3002565406e+00	7.2156037293e+00	1.5266921795e+31
1.2976614842e+00	6.8784866549e+00	1.4553642601e+31
1.2950700568e+00	6.5561827853e+00	1.3871705489e+31
1.2924856179e+00	6.2484765759e+00	1.3220654404e+31
1.2899064818e+00	5.9545499815e+00	1.2598758511e+31
1.2873309895e+00	5.6736409041e+00	1.2004405345e+31
1.2847608097e+00	5.4053839516e+00	1.1436821804e+31
1.2821975841e+00	5.1494006091e+00	1.0895207018e+31
1.2796380160e+00	4.9048441243e+00	1.0377769411e+31
1.2770837537e+00	4.6714360821e+00	9.8839199064e+30
1.2745347948e+00	4.4488598196e+00	9.4129885028e+30
1.2719911368e+00	4.2364167609e+00	8.9634971385e+30
1.2694511655e+00	4.0335445633e+00	8.5342559979e+30
1.2669181077e+00	3.8400813958e+00	8.1249226756e+30
1.2643887439e+00	3.6553788466e+00	7.7341252481e+30
1.2618646827e+00	3.4791759752e+00	7.3613116128e+30
1.2593475069e+00	3.3112053425e+00	7.0059159163e+30
1.2568324554e+00	3.1508007075e+00	6.6665285122e+30
1.2543242830e+00	2.9979313662e+00	6.3430844366e+30
1.2518214001e+00	2.8521665184e+00	6.0346721933e+30
1.2493222427e+00	2.7131076657e+00	5.7404486316e+30
1.2468283803e+00	2.5805474054e+00	5.4599749246e+30
1.2443398093e+00	2.4541969334e+00	5.1926400144e+30
1.2418565258e+00	2.3337796181e+00	4.9378585983e+30
